url,status,content_type,bytes,local_path
https://www.ecgsim.org/manual/graphics/show_Electrodes.png,downloaded,image/png,3008,research\source\www.ecgsim.org\manual\graphics\show_Electrodes.png
https://www.ecgsim.org/manual/graphics/heart_rotate.png,downloaded,image/png,2338,research\source\www.ecgsim.org\manual\graphics\heart_rotate.png
https://www.ecgsim.org/manual/graphics/media-play-32.png,downloaded,image/png,413,research\source\www.ecgsim.org\manual\graphics\media-play-32.png
https://www.ecgsim.org/manual/graphics/heart_movie.PNG,downloaded,image/png,39399,research\source\www.ecgsim.org\manual\graphics\heart_movie.PNG
https://www.ecgsim.org/manual/graphics/thorax_movie.PNG,downloaded,image/png,26242,research\source\www.ecgsim.org\manual\graphics\thorax_movie.PNG
https://www.ecgsim.org/manual/graphics/TMPview.PNG,downloaded,image/png,16412,research\source\www.ecgsim.org\manual\graphics\TMPview.PNG
https://www.ecgsim.org/manual/graphics/resetBeat.png,downloaded,image/png,4047,research\source\www.ecgsim.org\manual\graphics\resetBeat.png
https://www.ecgsim.org/manual/graphics/TMPviewEMG.PNG,downloaded,image/png,18781,research\source\www.ecgsim.org\manual\graphics\TMPviewEMG.PNG
https://www.ecgsim.org/manual/graphics/ECGS_12_leads.PNG,downloaded,image/png,45361,research\source\www.ecgsim.org\manual\graphics\ECGS_12_leads.PNG
https://www.ecgsim.org/manual/graphics/signals.png,downloaded,image/png,1572,research\source\www.ecgsim.org\manual\graphics\signals.png
https://www.ecgsim.org/manual/graphics/measECG.png,downloaded,image/png,895,research\source\www.ecgsim.org\manual\graphics\measECG.png
https://www.ecgsim.org/manual/graphics/initECG.png,downloaded,image/png,881,research\source\www.ecgsim.org\manual\graphics\initECG.png
https://www.ecgsim.org/manual/graphics/adaptECG.png,downloaded,image/png,813,research\source\www.ecgsim.org\manual\graphics\adaptECG.png
https://www.ecgsim.org/manual/graphics/elg.png,downloaded,image/png,629,research\source\www.ecgsim.org\manual\graphics\elg.png
https://www.ecgsim.org/manual/graphics/Rms.png,downloaded,image/png,2231,research\source\www.ecgsim.org\manual\graphics\Rms.png
https://www.ecgsim.org/manual/graphics/ECG_RMS.PNG,downloaded,image/png,54588,research\source\www.ecgsim.org\manual\graphics\ECG_RMS.PNG
https://www.ecgsim.org/manual/graphics/baseline.png,downloaded,image/png,442,research\source\www.ecgsim.org\manual\graphics\baseline.png
https://www.ecgsim.org/manual/graphics/DC.png,downloaded,image/png,321,research\source\www.ecgsim.org\manual\graphics\DC.png
https://www.ecgsim.org/manual/graphics/AC.png,downloaded,image/png,935,research\source\www.ecgsim.org\manual\graphics\AC.png
https://www.ecgsim.org/manual/graphics/VCGS.PNG,downloaded,image/png,59855,research\source\www.ecgsim.org\manual\graphics\VCGS.PNG
https://www.ecgsim.org/manual/graphics/views.PNG,downloaded,image/png,20870,research\source\www.ecgsim.org\manual\graphics\views.PNG
https://www.ecgsim.org/manual/graphics/avconduction_manual.png,downloaded,image/png,18498,research\source\www.ecgsim.org\manual\graphics\avconduction_manual.png
https://www.ecgsim.org/manual/graphics/statistics.PNG,downloaded,image/png,41965,research\source\www.ecgsim.org\manual\graphics\statistics.PNG
https://www.ecgsim.org/manual/graphics/transitionzone.PNG,downloaded,image/png,22936,research\source\www.ecgsim.org\manual\graphics\transitionzone.PNG
https://www.ecgsim.org/manual/graphics/focusdialogConstruction.PNG,downloaded,image/png,31862,research\source\www.ecgsim.org\manual\graphics\focusdialogConstruction.PNG
https://www.ecgsim.org/manual/graphics/focusdialogManipulation.PNG,downloaded,image/png,32088,research\source\www.ecgsim.org\manual\graphics\focusdialogManipulation.PNG
https://www.ecgsim.org/manual/graphics/focus_single.PNG,downloaded,image/png,188242,research\source\www.ecgsim.org\manual\graphics\focus_single.PNG
https://www.ecgsim.org/manual/graphics/focus_merged.PNG,downloaded,image/png,186915,research\source\www.ecgsim.org\manual\graphics\focus_merged.PNG
https://www.ecgsim.org/manual/graphics/ECGsimoptions.PNG,downloaded,image/png,29417,research\source\www.ecgsim.org\manual\graphics\ECGsimoptions.PNG
http://www.ecgsim.org/downloads/cases.php,downloaded,text/html; charset=UTF-8,3769,research\source\www.ecgsim.org\downloads\cases.php
https://www.ecgsim.org/manual/graphics/export_dir.png,downloaded,image/png,5560,research\source\www.ecgsim.org\manual\graphics\export_dir.png
https://www.ecgsim.org/downloads/favicon.ico,downloaded,image/vnd.microsoft.icon,7406,research\source\www.ecgsim.org\downloads\favicon.ico
https://www.ecgsim.org/downloads/exercises.php,downloaded,text/html; charset=UTF-8,2946,research\source\www.ecgsim.org\downloads\exercises.php
https://www.ecgsim.org/pictures/horizontaal/IMG_8688.jpg,downloaded,image/jpeg,99147,research\source\www.ecgsim.org\pictures\horizontaal\IMG_8688.jpg
https://www.ecgsim.org/pictures/horizontaal/IMG_8707.jpg,downloaded,image/jpeg,89818,research\source\www.ecgsim.org\pictures\horizontaal\IMG_8707.jpg
https://www.ecgsim.org/downloads/other13/favicon.ico,downloaded,text/html; charset=UTF-8,1931,research\source\www.ecgsim.org\404.php
https://www.ecgsim.org/sitemap.php,downloaded,text/html; charset=UTF-8,1931,research\source\www.ecgsim.org\404.php
https://www.ecgsim.org/downloads/other13/geometry/heart.tri,downloaded,,16803,research\source\www.ecgsim.org\downloads\other13\geometry\heart.tri
https://www.ecgsim.org/downloads/other13/geometry/thorax.tri,downloaded,,18842,research\source\www.ecgsim.org\downloads\other13\geometry\thorax.tri
https://www.ecgsim.org/downloads/other13/geometry/rlung.tri,downloaded,,7250,research\source\www.ecgsim.org\downloads\other13\geometry\rlung.tri
https://www.ecgsim.org/downloads/other13/geometry/llung.tri,downloaded,,7250,research\source\www.ecgsim.org\downloads\other13\geometry\llung.tri
https://www.ecgsim.org/downloads/other13/geometry/lcav.tri,downloaded,,4264,research\source\www.ecgsim.org\downloads\other13\geometry\lcav.tri
https://www.ecgsim.org/downloads/other13/geometry/rcav.tri,downloaded,,6364,research\source\www.ecgsim.org\downloads\other13\geometry\rcav.tri
https://www.ecgsim.org/downloads/other13/geometry/wct.tra,downloaded,application/vnd.trueapp,939021,research\source\www.ecgsim.org\downloads\other13\geometry\wct.tra
https://www.ecgsim.org/pictures/horizontaal/IMG_8432.jpg,downloaded,image/jpeg,75150,research\source\www.ecgsim.org\pictures\horizontaal\IMG_8432.jpg
https://www.ecgsim.org/downloads/other13/mcg/gumcg300.tra,downloaded,application/vnd.trueapp,253961,research\source\www.ecgsim.org\downloads\other13\mcg\gumcg300.tra
